from,to,cause,why,variable,cohort,before,after
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Venous thromboembolism,ARIC,7/296070,6/267116
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Venous thromboembolism,FHS,28/76098,27/76065
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Venous thromboembolism,JHS,6/494988,4/492144
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',White blood cell count,ARIC,11/69808,9/133915
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',White blood cell count,CARDIA,2/7205,1/14332
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',White blood cell count,HCHS/SOL,1/11722,1/46888
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',White blood cell count,JHS,1/3377,1/13508
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',c-reactive protein CRP,CARDIA,4/12886,3/9585
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',interleukin 6 in blood,CARDIA,4/5552,3/2251
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',interleukin 6 in blood,FHS,4/20471,1/20471
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Alcohol,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Bilirubin total,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid stenosis,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Fasting lipids,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Fruits,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Heart failure,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Interleukin 18 in blood,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Lactate,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Medication Use,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Medication adherence,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Red blood cell count volume,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking ACE inhibitor,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blocker,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretic,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking steroids,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Vegetables,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',basophils count,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',eosinophils count,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',mean corpuscular hemoglobin,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',mean corpuscular hemoglobin concentration,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',mean corpuscular volume,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',mean platelet volume,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',monocytes count,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',peripheral arterial disease,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',red cell distribution width,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Alcohol Consumption,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Basophils Count,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Bilirubin Total,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid stenosis left,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid stenosis right,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Cause of Death,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Eosinophils count,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Fruit consumption,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Lactate in blood,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Mean corpuscular hemoglobin,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Mean corpuscular hemoglobin concentration,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Mean corpuscular volume,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Mean platelet volume,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Monocytes count,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Peripheral arterial disease,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Red blood cell count,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Red cell distribution width,(row),absent,added/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Vegetable consumption,(row),absent,added/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Cause of death,CARDIA,34/20978,34/22068
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Hematocrit,CARDIA,1/3582,1/10746
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Hematocrit,MESA,1/900,2/9168
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Cause of Death,(row),present,removed/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,c-reactive protein CRP,(row),present,removed/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,hematocrit,(row),present,removed/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,interleukin 6 in blood,(row),present,removed/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,von Willebrand factor,(row),present,removed/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,CRP c-reactive protein,(row),absent,added/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Interleukin 6 in blood,(row),absent,added/renamed
2025-12-09,2025-12-11,hand edit,sheet hand-corrected toward the pipeline output it was matching,Von Willebrand factor,(row),absent,added/renamed
2026-03-23,2026-05-26,input sheet,pasted a rerun with no code change since the previous run -- the curator-maintained source sheets moved,Cause of death,FHS,8/65700,-
2026-05-26,2026-06-18,hand edit,sheet edited away from the pipeline output it had matched,History of coronary artery bypass graft,CARDIA,2/0,2/-
2026-05-26,2026-06-18,hand edit,sheet edited away from the pipeline output it had matched,Mean platelet volume,CARDIA,2/0,2/-
2026-05-26,2026-06-18,hand edit,sheet edited away from the pipeline output it had matched,Red cell distribution width,JHS,1/0,1/-
